4.897631839093875561e-01,-1.319058960770343791e+00,1.000000000000000000e+00
1.218091077054417326e+00,2.704083151292474563e-02,1.000000000000000000e+00
-7.566898516509071859e-01,-8.340186265709927937e-01,1.000000000000000000e+00
-2.257628858259003168e-01,5.006188932541051351e-01,0.000000000000000000e+00
-1.465371115239777922e+00,-9.327075742414656645e-01,1.000000000000000000e+00
-3.511164900805944789e-01,-1.074073151717859775e-01,0.000000000000000000e+00
-7.779365083447106199e-01,3.379026727258256646e-02,1.000000000000000000e+00
-5.455119039392093416e-01,4.754810662005817118e-02,1.000000000000000000e+00
6.145430955207231705e-01,-7.873590443246112347e-01,1.000000000000000000e+00
1.088419708141889153e+00,1.246633466750358465e+00,0.000000000000000000e+00
1.037146626010206241e+00,-7.399941890873579231e-01,1.000000000000000000e+00
1.129084696040885127e+00,7.799917581234953046e-01,0.000000000000000000e+00
4.077805133351852795e-02,-6.211960820981228260e-01,1.000000000000000000e+00
9.405451055421365503e-01,2.328190340215303966e-01,0.000000000000000000e+00
-8.544284625079031636e-01,8.504171523170349634e-01,0.000000000000000000e+00
1.440086925170432908e+00,7.516804591082129061e-01,1.000000000000000000e+00
1.040991170772613550e-01,-3.260674018371604865e-01,0.000000000000000000e+00
1.586225996846205355e+00,2.137504139233008971e+00,0.000000000000000000e+00
8.388668141468709205e-01,3.190556062702329942e-01,0.000000000000000000e+00
-3.060149610653719043e-01,4.785838970976188933e-01,0.000000000000000000e+00
7.340791270483805198e-01,-2.742072514988657117e-01,0.000000000000000000e+00
-2.707327812388055088e-01,-3.094987802422424217e-01,0.000000000000000000e+00
4.254208213110895476e-01,-1.209026335729775248e+00,1.000000000000000000e+00
-6.861822053494182061e-01,3.499661329589258130e-01,0.000000000000000000e+00
-5.073973386028165500e-01,9.825815807086156761e-01,1.000000000000000000e+00
-1.393842577601151156e+00,-9.497553709840587111e-01,1.000000000000000000e+00
6.819825937187165010e-01,8.710560558078587201e-01,0.000000000000000000e+00
-1.410927406400690476e+00,-1.008469284446356973e+00,1.000000000000000000e+00
2.242953085421890425e-01,-1.309771187230453160e+00,1.000000000000000000e+00
7.241175254064462496e-01,7.328003671218743520e-01,0.000000000000000000e+00
1.971780381171336360e-01,6.644051941313899867e-01,0.000000000000000000e+00
-3.177079478585795314e-01,4.649131446914284149e-01,0.000000000000000000e+00
-1.283641717103608804e-01,-6.667208136103370819e-01,1.000000000000000000e+00
-5.086199603925721791e-01,1.078015980328994816e+00,0.000000000000000000e+00
4.489243852601645934e-01,7.490423952456619350e-02,0.000000000000000000e+00
3.916449661474207256e-01,-3.767083715795039311e-01,0.000000000000000000e+00
7.757175971555263505e-01,4.953911534482270673e-02,0.000000000000000000e+00
6.904906240119875749e-01,4.751341932778528898e-01,0.000000000000000000e+00
-1.667852374248521841e+00,-5.433465489973863249e-01,0.000000000000000000e+00
1.382878110619164991e+00,1.251963485834470591e+00,1.000000000000000000e+00
-1.668898010784834351e+00,-2.656721258860303525e+00,1.000000000000000000e+00
-1.272460467537271482e-02,-3.738591849158457436e-01,0.000000000000000000e+00
1.349364306504728495e+00,1.108885031580533642e+00,1.000000000000000000e+00
4.515732906754681975e-01,2.133145236191074934e-01,0.000000000000000000e+00
-1.551958718649472102e+00,1.095578758062409029e-02,0.000000000000000000e+00
-1.160304619532267267e+00,-5.306666048655326318e-01,1.000000000000000000e+00
1.195127223926630844e+00,2.624464941575396781e-01,0.000000000000000000e+00
-1.482186247140584667e+00,-8.682143246186550811e-02,0.000000000000000000e+00
-4.591025006480656812e-01,1.233678279077081941e+00,0.000000000000000000e+00
-1.090185997577905574e+00,-1.276219351297877225e+00,1.000000000000000000e+00
1.563183243653976373e-01,-8.549406165332994467e-01,1.000000000000000000e+00
-5.687580562171057341e-01,8.926719018556459329e-01,0.000000000000000000e+00
4.160284284922565745e-01,5.026859706539450467e-01,0.000000000000000000e+00
6.547356841901554869e-01,-8.002097047401164343e-01,1.000000000000000000e+00
1.699473812686494334e+00,2.244276591930197906e+00,0.000000000000000000e+00
2.650613233267612445e-02,2.625077687129404591e-01,0.000000000000000000e+00
2.361327164203626816e-01,5.125942281806828982e-01,0.000000000000000000e+00
7.898547965282174399e-01,-7.853198664011520891e-02,0.000000000000000000e+00
-5.645234303466460934e-01,1.030558481925228476e+00,0.000000000000000000e+00
1.313483895451167172e+00,-3.851978196991978076e-01,1.000000000000000000e+00
1.251204337612960016e+00,-4.175111113692118736e-01,1.000000000000000000e+00
1.077837258709784196e+00,1.824552194369314095e-01,0.000000000000000000e+00
1.270341980563855611e+00,-8.130087398373039287e-01,1.000000000000000000e+00
9.412414842031560647e-02,9.101929939244417511e-01,0.000000000000000000e+00
3.624696739501411247e-01,-3.349865074378821639e-01,1.000000000000000000e+00
-1.471705573890965402e-01,1.372873725336827500e+00,0.000000000000000000e+00
1.127292186963752219e+00,3.030787293437864349e-01,0.000000000000000000e+00
1.392849283686555806e+00,2.725813347850727375e-01,1.000000000000000000e+00
1.307658582767698086e+00,-8.434135041364173579e-01,1.000000000000000000e+00
-1.070931393186164371e+00,3.015755316719470266e-03,0.000000000000000000e+00
-7.431126372132074165e-01,-6.640985803023338185e-01,1.000000000000000000e+00
8.291501266279182047e-01,-1.260657922254819985e+00,1.000000000000000000e+00
1.252449430788415141e-01,-1.254431235579412385e-01,1.000000000000000000e+00
-1.563668881990775805e+00,-8.689652517257746567e-01,1.000000000000000000e+00
2.095429754141727718e-01,-3.701852954235572701e-01,0.000000000000000000e+00
-8.646408728382500852e-01,9.372537316725771950e-01,0.000000000000000000e+00
-1.282070266097410816e+00,-2.169922130647639946e+00,1.000000000000000000e+00
2.132950922044295483e-01,-3.837514733722118265e-01,0.000000000000000000e+00
1.705180780054633471e+00,2.403396966963355030e+00,0.000000000000000000e+00
3.817774065764658054e-01,-4.059762587158285418e-01,1.000000000000000000e+00
9.619022946807295193e-01,-1.195698869962551480e+00,1.000000000000000000e+00
7.528062354695783664e-01,1.170329528546407483e+00,0.000000000000000000e+00
-1.771077812727008816e+00,-1.790841807910908079e+00,0.000000000000000000e+00
-1.146286446398658010e-01,1.106962339690245489e+00,0.000000000000000000e+00
3.137831327293698069e-01,6.062524730810806700e-02,1.000000000000000000e+00
1.237416489383890150e+00,-2.252214327631537338e-01,1.000000000000000000e+00
1.688073516297636578e+00,2.423977772741713554e+00,0.000000000000000000e+00
-1.640582489695843860e+00,-1.561868452942120955e+00,1.000000000000000000e+00
-4.151208006722647004e-01,1.012176216397070894e+00,0.000000000000000000e+00
3.807952507391977881e-01,2.974633987512871336e-01,0.000000000000000000e+00
1.373841238715583779e-01,-3.153381266920929904e-01,0.000000000000000000e+00
-5.589868558859935055e-01,1.427144028489011118e+00,0.000000000000000000e+00
-1.434912101548712959e+00,-1.344629559504949112e+00,1.000000000000000000e+00
1.018104672250685017e+00,-6.265767083509401481e-01,1.000000000000000000e+00
-1.703325311966893615e-02,7.627831499197589016e-02,1.000000000000000000e+00
4.089964605863681268e-01,-6.131347286494450571e-02,1.000000000000000000e+00
1.397923839212409813e+00,-4.717225410705883637e-01,1.000000000000000000e+00
-9.118486268053226096e-02,-2.233961652221120864e-01,1.000000000000000000e+00
1.177452291787404848e+00,-7.153070159240731973e-01,1.000000000000000000e+00
-1.264367856419349012e+00,-4.670662201434517824e-01,1.000000000000000000e+00
9.774791790413271952e-01,1.714954816362482259e-01,0.000000000000000000e+00
-1.003844877999788276e-01,1.514472876486059993e+00,0.000000000000000000e+00
-9.110766762922699602e-01,-9.234728964182896405e-02,0.000000000000000000e+00
-1.133344307736286360e+00,-1.530129342632080558e+00,1.000000000000000000e+00
2.862862569247383582e-01,6.057612170281376773e-01,1.000000000000000000e+00
-8.303674917111442122e-01,-6.163546956095352636e-01,1.000000000000000000e+00
6.418021599416890988e-01,-1.411420732172076642e+00,1.000000000000000000e+00
1.202293583641234953e+00,8.342812260227402965e-02,0.000000000000000000e+00
-1.547075071376273314e+00,-1.698587034738407997e+00,0.000000000000000000e+00
